Textos_espanol,sdg
"El UWI HARP tambien es responsable de la actualizacion continua de la politica de VIH/SIDA de la universidad y de facilitar la investigacion sobre el impacto y el control de la epidemia en la region. Haiti es de bajos ingresos, por ejemplo, y Guyana es de ingresos medios-bajos. Barbados, Belice, Dominica, Granada, San Cristobal y Nieves, Santa Lucia y Trinidad y Tabago se definen como de ingresos medios altos y, sin embargo, varian mucho en su capacidad para invertir recursos nacionales en salud publica. La Tabla 4.5 muestra el gasto publico en salud como porcentaje del PIB para paises seleccionados del Caribe.",3
"Aunque la proporcion de pagos directos ha disminuido ligeramente en la ultima decada a raiz de una serie de medidas gubernamentales para fijar un umbral en el importe de los pagos directos por servicios cubiertos por el NHI y reducir las tasas de copago del 10% al 5% para los pacientes con cancer y las personas con enfermedades cardiovasculares, los pagos directos como parte del gasto sanitario total seguian siendo en 2013 casi dos veces mas altos (37%) que la media de los paises de la OCDE (19%). Esto suscita preocupacion en terminos de acceso a la atencion, especialmente para las personas con ingresos inferiores a la media. Puede haber numerosos obstaculos al acceso a la asistencia sanitaria, por ejemplo por motivos economicos (si algunas personas consideran que el coste de la asistencia sanitaria es demasiado elevado) o geograficos (si hay muy pocos medicos y otros proveedores de asistencia sanitaria en determinadas zonas geograficas).",3
"El modelo RAND Future Elderly [9] fue el que mas se acerco, al probar el posible impacto futuro de la introduccion de nuevas tecnologias tanto en el estado de salud de la poblacion como en los gastos directos de atencion medica. La primera se conoce como hipotesis del ""equilibrio dinamico"" o del ""envejecimiento saludable"". Supone que el periodo de morbilidad previo a la muerte permanece invariable a medida que aumenta la esperanza de vida, de modo que cada ano ganado en esperanza de vida corresponde a un aumento igual de anos de vida sana. El segundo es un punto de vista pesimista llamado ""expansion de la morbilidad"" en el que los aumentos en la esperanza de vida producen un mayor tiempo de mala salud y una ""calidad"" de vida reducida.",3
"Esto se debe al hecho de que la informacion sobre la lactancia materna esta disponible solo para los ninos que nacen dentro del intervalo de cinco anos antes de la encuesta, y el modelo logit nos obliga a descartar todas las observaciones que no estan completamente en riesgo; en este caso, todos los ninos menores de cinco anos y vivos en el momento de la encuesta. Con fines de control, tambien realizamos una estimacion separada para la mortalidad de menores de cinco anos (excluyendo la lactancia materna como determinante). Los resultados confirman ampliamente esta opinion y se informan en el anexo.",3
"Entre 1985 y 2014, los habitantes de zonas urbanas aumentaron en casi un 13 %, hasta alcanzar el 76,3 % de la poblacion colombiana, mientras que el 23,7 % de la poblacion vivia en zonas rurales. Se proyecta que el 85% de la poblacion colombiana vivira urbanizada para 2050. Las tasas de mortalidad infantil han disminuido de 40 muertes por 1 000 nacidos vivos en 1970 a 12,8 en 2013 (promedio de la OCDE, 3,8 muertes por 1 000 nacidos vivos).",3
"La atencion a los resultados sanitarios comenzo en 1992 con la estrategia gubernamental ""Salud de la nacion"" (Departamento de Sanidad, 1992a), que se basaba en el documento anterior de la OMS, ""Salud para todos en el ano 2000"". Las enfermedades mentales se incluyeron como parte fundamental de esta estrategia, que establecia objetivos para reducir la morbilidad y la mortalidad debidas a las enfermedades mentales, y fue seguida de estrategias de aplicacion en los Manuales del Area Clave de las Enfermedades Mentales (Department of Health, 1993, Department of Health, 1994, vease tambien Jenkins, 1994). En ""Building Bridges"" (Departamento de Sanidad, 1995) se expuso la vision del enlace intersectorial en torno a la salud mental y en ""The Spectrum of Care"" (Departamento de Sanidad, 1996) se establecio la gama de servicios e intervenciones previstos como parte de los servicios locales para enfermos mentales. El Quality Outcomes Framework (QoF) se introdujo en 2004 junto con el PbR, como un sistema de gestiA3n del rendimiento y de pago de incentivos para los mA(c)dicos generalistas (GP) en Inglaterra, e incluye indicadores de atenciA3n a la salud mental (vA(c)ase la secciA3n 5.2).",3
"Produce alrededor de 1 600 articulos de investigacion que incluyen un informe tecnico, un boletin mensual, un boletin epidemiologico nacional y una revista revisada por pares para brindar asistencia tecnica y cientifica al Ministerio de Salud. El Instituto se dedica a la investigacion, los ensayos clinicos, el control y la formacion. Apoya la investigacion cientifica y el programa nacional mediante la asignacion de fondos, aumentando el alcance de la participacion italiana en actividades internacionales.",3
"La congruencia del cambio en la gravedad de la depresion y el nivel de discapacidad funcional tambien ha sido encontrada por otros (por ejemplo, Judd et al., La buena noticia de esta investigacion es que la discapacidad disminuye cuando los sintomas depresivos disminuyen. Por otro lado, la discapacidad parece generalizada cuando los sintomas depresivos persisten Ademas, cuanto mayor es la duracion de la depresion, peores son los resultados funcionales.",3
"Existe un registro en linea de medicos practicantes y dados de baja. Los empleadores y los consumidores pueden usarlo para verificar el estado de registro de un profesional de la salud. Los profesionales de la salud deben renovar su registro anualmente mediante la participacion en una cantidad prescrita de CPD anual. El ARTG es mantenido por la Administracion de Productos Terapeuticos, que es responsable de salvaguardar y mejorar la salud de la comunidad a traves de la administracion eficaz y oportuna de la Ley de Productos Terapeuticos de 1989.",3
"En general, si bien estas estadisticas agregadas sugieren que el acceso es adecuado en general, las grandes variaciones en el numero de contactos con el sistema de salud en diferentes regiones sugieren que, al menos en algunas de ellas, el acceso puede estar significativamente restringido. La escasez de personal medico en las zonas rurales, los servicios de transporte deficientes y los largos tiempos de viaje a los centros de atencion de la salud tambien pueden socavar el acceso a los servicios en las zonas remotas de todo el pais (OMS, 2011). En todas las regiones, un mayor uso de la atencion ambulatoria y relativamente menos de la atencion hospitalaria estan fuertemente correlacionados con el numero de camas per capita, lo que sugiere que las estructuras (por ejemplo, la infraestructura hospitalaria existente) dan forma a la prestacion de servicios de diferentes maneras en las regiones. De hecho, mirando mas alla de la frecuencia de los contactos con los proveedores, la pregunta fundamental es si los servicios prestados ""espejan en la atencion"" (frecuencia, prioridad, recursos, etc.) Los sistemas de datos en Kazajstan proporcionan informacion limitada sobre la naturaleza de los servicios prestados, y en particular sobre la cobertura de intervenciones relacionadas con el manejo de las enfermedades cronicas que afectan cada vez mas a la poblacion.",3
"Algunos de estos aumentos pueden atribuirse a la intensificacion de los esfuerzos de busqueda de casos en el Registro Nacional del Cancer, al envejecimiento de la poblacion y a la mejora de los diagnosticos (es decir, introduccion de nuevos equipos medicos, conocimientos y aumento de las pruebas diagnosticas). El programa nacional de cancer de mama ofrece mamografias gratuitas para mujeres de entre 50 y 69 anos cada dos anos, la tasa de respuesta fue baja, solo del 42,4% en 2016. Un programa de deteccion precoz del cancer colorrectal para personas de 50 a 69 anos comenzo en 2013 de forma piloto en un distrito, hay planes para ampliarlo a nivel nacional. Segun los datos del EHIS, mas del 90 % de los chipriotas de entre 50 y 74 anos nunca se han sometido a pruebas de deteccion del cancer colorrectal. ",3
"La cobertura de los proveedores es inicialmente limitada, pero se preve cubrir a todos los proveedores en los proximos anos. Cabe destacar que Letonia ha colaborado estrechamente con Estonia para aprovechar su experiencia en la introduccion del sistema de sanidad electronica. Por ejemplo, ""los proveedores de asistencia sanitaria pueden emitir recetas electronicas para que los pacientes puedan comprar medicamentos en cualquier farmacia del pais"", y esto permitira a los proveedores ""controlar la seguridad de la medicacion"" cuando se prescriban varios medicamentos a los pacientes. Asimismo, se espera que mejore la coordinacion entre proveedores evitando, por ejemplo, la duplicacion de pruebas diagnosticas e informando a los medicos de cabecera cuando su paciente reciba el alta hospitalaria.",3
"Al mismo tiempo, generosas exenciones fiscales han respaldado contratos colectivos a nivel de empresa que ofrecen, en promedio, una cobertura mas amplia con reembolsos recientemente limitados a un nivel alto (Bruant-Bisson y Daude, 2016). Ademas, los planes colectivos patronales pasaron a ser obligatorios para los empleados del sector privado a partir de 2016, lo que permitio ampliar la cobertura de cuidados. Sin embargo, la separacion de los contratos individuales de los colectivos limita la distribucion de riesgos entre los empleados y los hogares mas riesgosos. De hecho, la generalizacion de los planes colectivos para empleados concentra los contratos individuales en los hogares de mayor riesgo.",3
